WKT,name,description,startVertex,nextVertex,totalRute,edgesDistance
"LINESTRING (106.884778 -6.225639, 106.85325 -6.231361)",Edges 1 (Gudang 'Z' - A),Jarak Edges: 3.55 Km
Rute: 6 Km,Z,A,6,3.55
"LINESTRING (106.884778 -6.225639, 106.851543 -6.261294)",Edges 2 (Gudang 'Z' - S),Jarak Edges: 5.41 Km
Rute: 11 Km,Z,S,11,5.41
"LINESTRING (106.884778 -6.225639, 106.912484 -6.202521)",Edges 3 (Gudang 'Z' - M),Jarak Edges: 4.0 Km
Rute:  7 Km,Z,M,7,4.00
"LINESTRING (106.884778 -6.225639, 106.865641 -6.1898915)",Edges 4 (Gudang 'Z' - B),Jarak Edges: 4.51 Km
Rute: 8 Km,Z,B,8,4.51
"LINESTRING (106.912484 -6.202521, 106.95518 -6.191119)",Edges 5 (M - D),Jarak Edges: 4.89 Km
Rute: 8 Km,M,D,8,4.89
"LINESTRING (106.9058098 -6.1706509, 106.912484 -6.202521)",Edges 6 (M - C),Jarak Edges: 3.62 Km
Rute: 5 Km,M,C,5,3.62
"LINESTRING (106.865641 -6.1898915, 106.912484 -6.202521)",Edges 7 (M - B),Jarak Radius: 5.37 Km
Rute: 8 Km,M,B,8,5.37
"LINESTRING (106.95518 -6.191119, 106.9058098 -6.1706509)",Edges 8 (D - C),Jarak Edges: 5.92 Km
Rute: 8 Km,D,C,8,5.92
"LINESTRING (106.865641 -6.1898915, 106.9058098 -6.1706509)",Edges 9 (C - B),Jarak Edges: 4.93 Km
Rute: 8 Km,C,B,8,4.93
"LINESTRING (106.9058098 -6.1706509, 106.8694176 -6.1426608)",Edges 10 (C - E),Jarak Edges: 5.09 Km
Rute: 8 Km,C,E,8,5.09
"LINESTRING (106.85325 -6.231361, 106.865641 -6.1898915)",Edges 11 (A - B),Jarak Edges: 4.82 Km
Rute: 10 Km,A,B,10,4.82
"LINESTRING (106.85325 -6.231361, 106.8234123 -6.2160463)",Edges 12 (A - N),Jarak Edges: 3.72 Km
Rute: 7 Km,A,N,7,3.72
"LINESTRING (106.85325 -6.231361, 106.851543 -6.261294)",Edges 13 (S - A),Jarak Edges: 3.34 Km
Rute: 6 Km,S,A,6,3.34
"LINESTRING (106.851543 -6.261294, 106.896956 -6.275595)",Edges 14 (S - R),Jarak Edges: 5.27 Km
Rute: 12 Km,S,R,12,5.27
"LINESTRING (106.807427 -6.244159, 106.8234123 -6.2160463)",Edges 15 (F - N),Jarak Edges: 3.59 Km
Rute: 7 Km,F,N,7,3.59
"LINESTRING (106.807427 -6.244159, 106.85325 -6.231361)",Edges 16 (F - A),Jarak Edges: 5.27 Km
Rute: 8 Km,F,A,8,5.27
"LINESTRING (106.83146 -6.320602, 106.896956 -6.275595)",Edges 17 (R - H),Jarak Edges: 8.81 Km
Rute: 16 Km,R,H,16,8.81
